STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,crops,Crops,strucpro,Structure of production,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL62,Warmińsko-mazurskie,2023,,434.66,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL63,Pomorskie,2021,,409.32,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL63,Pomorskie,2022,,367.88,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL63,Pomorskie,2023,,373.32,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL71,Łódzkie,2021,,597.43,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL71,Łódzkie,2022,,561.63,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL71,Łódzkie,2023,,572.60,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL72,Świętokrzyskie,2021,,235.90,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL72,Świętokrzyskie,2022,,233.07,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL72,Świętokrzyskie,2023,,233.23,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL81,Lubelskie,2021,,719.51,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL81,Lubelskie,2022,,717.47,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL81,Lubelskie,2023,,717.88,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL82,Podkarpackie,2021,,243.90,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL82,Podkarpackie,2022,,231.14,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL82,Podkarpackie,2023,,218.27,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL84,Podlaskie,2021,,405.93,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL84,Podlaskie,2022,,413.29,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL84,Podlaskie,2023,,414.68,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL91,Warszawski stołeczny,2021,,118.34,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL91,Warszawski stołeczny,2022,,111.24,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL91,Warszawski stołeczny,2023,,112.26,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL92,Mazowiecki regionalny,2021,,783.32,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL92,Mazowiecki regionalny,2022,,720.03,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PL92,Mazowiecki regionalny,2023,,722.29,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT11,Norte,2021,,35.26,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT11,Norte,2022,,33.57,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT11,Norte,2023,,32.40,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT15,Algarve,2021,,2.65,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT15,Algarve,2022,,3.16,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT15,Algarve,2023,,3.06,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT16,Centro (PT) (NUTS 2021),2021,,43.34,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT16,Centro (PT) (NUTS 2021),2022,,43.83,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT17,Área Metropolitana de Lisboa (NUTS 2021),2021,,8.08,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT17,Área Metropolitana de Lisboa (NUTS 2021),2022,,8.15,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT18,Alentejo (NUTS 2021),2021,,116.64,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT18,Alentejo (NUTS 2021),2022,,106.38,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT19,Centro (PT),2023,,39.27,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT1A,Grande Lisboa,2023,,6.15,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT1B,Península de Setúbal,2023,,2.42,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT1C,Alentejo,2023,,67.05,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT1D,Oeste e Vale do Tejo,2023,,35.57,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT20,Região Autónoma dos Açores,2021,,0.04,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT20,Região Autónoma dos Açores,2022,,0.03,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT20,Região Autónoma dos Açores,2023,,0.03,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT30,Região Autónoma da Madeira,2021,,0.02,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT30,Região Autónoma da Madeira,2022,,0.02,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),PT30,Região Autónoma da Madeira,2023,,0.02,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS11,Beogradski region,2021,,82.65,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS11,Beogradski region,2022,,81.17,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS11,Beogradski region,2023,,82.77,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS12,Region Vojvodine,2021,,956.17,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS12,Region Vojvodine,2022,,932.87,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS12,Region Vojvodine,2023,,933.33,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS21,Region Sumadije i Zapadne Srbije,2021,,393.03,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS21,Region Sumadije i Zapadne Srbije,2022,,372.60,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS21,Region Sumadije i Zapadne Srbije,2023,,393.91,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS22,Region Juzne i Istocne Srbije,2021,,338.34,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS22,Region Juzne i Istocne Srbije,2022,,338.09,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),RS22,Region Juzne i Istocne Srbije,2023,,356.06,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE11,Stockholm,2021,,27.99,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE11,Stockholm,2022,,27.65,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE11,Stockholm,2023,,27.41,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE12,Östra Mellansverige,2021,,333.13,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE12,Östra Mellansverige,2022,,325.17,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE12,Östra Mellansverige,2023,,332.42,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE21,Småland med öarna,2021,,84.97,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE21,Småland med öarna,2022,,82.78,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE21,Småland med öarna,2023,,75.39,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE22,Sydsverige,2021,,215.06,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE22,Sydsverige,2022,,202.07,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE22,Sydsverige,2023,,213.32,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE23,Västsverige,2021,,242.18,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE23,Västsverige,2022,,236.09,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE23,Västsverige,2023,,239.03,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE31,Norra Mellansverige,2021,,63.46,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE31,Norra Mellansverige,2022,,62.80,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE31,Norra Mellansverige,2023,,65.60,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE32,Mellersta Norrland,2021,,5.42,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE32,Mellersta Norrland,2022,,5.74,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE32,Mellersta Norrland,2023,,5.43,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE33,Övre Norrland,2021,,11.13,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE33,Övre Norrland,2022,,11.17,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SE33,Övre Norrland,2023,,11.80,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SI03,Vzhodna Slovenija,2021,,89.16,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SI03,Vzhodna Slovenija,2022,,90.37,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SI03,Vzhodna Slovenija,2023,,93.37,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SI04,Zahodna Slovenija,2021,,8.70,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SI04,Zahodna Slovenija,2022,,8.93,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SI04,Zahodna Slovenija,2023,,9.34,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK01,Bratislavský kraj,2021,,39.42,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK01,Bratislavský kraj,2022,,39.09,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK01,Bratislavský kraj,2023,,37.54,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK02,Západné Slovensko,2021,,456.61,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK02,Západné Slovensko,2022,,454.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK02,Západné Slovensko,2023,,426.46,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK03,Stredné Slovensko,2021,,78.31,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK03,Stredné Slovensko,2022,,84.88,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK03,Stredné Slovensko,2023,,82.73,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK04,Východné Slovensko,2021,,146.32,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK04,Východné Slovensko,2022,,150.86,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),SK04,Východné Slovensko,2023,,150.56,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR10,İstanbul,2021,,42.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR10,İstanbul,2022,,42.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR10,İstanbul,2023,,41.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR21,"Tekirdağ, Edirne, Kırklareli",2021,,544.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR21,"Tekirdağ, Edirne, Kırklareli",2022,,526.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR21,"Tekirdağ, Edirne, Kırklareli",2023,,533.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR22,"Balıkesir, Çanakkale",2021,,273.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR22,"Balıkesir, Çanakkale",2022,,260.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR22,"Balıkesir, Çanakkale",2023,,254.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR31,İzmir,2021,,54.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR31,İzmir,2022,,40.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR31,İzmir,2023,,45.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR32,"Aydın, Denizli, Muğla",2021,,201.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR32,"Aydın, Denizli, Muğla",2022,,215.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR32,"Aydın, Denizli, Muğla",2023,,218.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",2021,,783.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",2022,,766.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR33,"Manisa, Afyonkarahisar, Kütahya, Uşak",2023,,767.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR41,"Bursa, Eskişehir, Bilecik",2021,,438.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),MA,Main area (1000 ha),TR41,"Bursa, Eskişehir, Bilecik",2022,,435.00,,,,,
